id,teks,label,kategori
1133,Universitas mengadakan seminar nasional di aula kampus pada 18-07-2019.,valid,berita kampus
1134,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 27-02-1984.,valid,akademik
1135,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 01-04-1986.,valid,berita kampus
1136,Universitas mengadakan seminar nasional di aula kampus pada 29-03-2010.,valid,berita kampus
1137,Universitas mengadakan seminar nasional di aula kampus pada 27-01-2021.,valid,berita kampus
1138,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 18-02-1975.,valid,berita kampus
1139,Universitas mengadakan seminar nasional di aula kampus pada 01-06-1996.,valid,berita kampus
1140,Pembayaran UKT semester ganjil dibuka mulai 06-03-1972.,valid,administrasi kampus
1141,Universitas mengadakan seminar nasional di aula kampus pada 12-07-1980.,valid,berita kampus
1142,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 18-10-2010.,valid,akademik
1143,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 17-01-2025.,valid,akademik
1144,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 28-12-1994.,valid,akademik
1145,Pembayaran UKT semester ganjil dibuka mulai 08-05-1982.,valid,administrasi kampus
1146,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 04-01-1984.,valid,berita kampus
1147,Universitas mengadakan seminar nasional di aula kampus pada 17-05-1970.,valid,berita kampus
1148,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 20-01-1973.,valid,akademik
1149,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 16-11-1999.,valid,akademik
1150,Universitas mengadakan seminar nasional di aula kampus pada 02-02-1974.,valid,berita kampus
1151,Universitas mengadakan seminar nasional di aula kampus pada 18-02-1979.,valid,berita kampus
1152,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 09-04-1982.,valid,akademik
1153,Pembayaran UKT semester ganjil dibuka mulai 29-03-1976.,valid,administrasi kampus
1154,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 18-01-2021.,valid,akademik
1155,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 15-09-2009.,valid,akademik
1156,Pembayaran UKT semester ganjil dibuka mulai 16-07-1980.,valid,administrasi kampus
1157,Pembayaran UKT semester ganjil dibuka mulai 07-12-2018.,valid,administrasi kampus
1158,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 24-02-2000.,valid,akademik
1159,Universitas mengadakan seminar nasional di aula kampus pada 13-09-1998.,valid,berita kampus
1160,Pembayaran UKT semester ganjil dibuka mulai 11-09-1999.,valid,administrasi kampus
1161,Universitas mengadakan seminar nasional di aula kampus pada 17-11-1984.,valid,berita kampus
1162,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 28-01-1981.,valid,berita kampus
1163,Universitas mengadakan seminar nasional di aula kampus pada 13-05-1990.,valid,berita kampus
1164,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 22-08-2016.,valid,berita kampus
1165,Universitas mengadakan seminar nasional di aula kampus pada 14-12-2004.,valid,berita kampus
1166,Universitas mengadakan seminar nasional di aula kampus pada 06-08-1980.,valid,berita kampus
1167,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 13-08-2013.,valid,akademik
1168,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 31-08-2005.,valid,akademik
1169,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 05-10-2015.,valid,akademik
1170,Universitas mengadakan seminar nasional di aula kampus pada 17-06-1993.,valid,berita kampus
1171,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 20-10-2017.,valid,berita kampus
1172,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 20-01-1990.,valid,akademik
1173,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 02-09-2005.,valid,berita kampus
1174,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 25-04-2001.,valid,berita kampus
1175,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 10-05-2002.,valid,akademik
1176,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 26-01-2002.,valid,akademik
1177,Pembayaran UKT semester ganjil dibuka mulai 10-07-1976.,valid,administrasi kampus
1178,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 25-05-2023.,valid,akademik
1179,Universitas mengadakan seminar nasional di aula kampus pada 07-06-1995.,valid,berita kampus
1180,Universitas mengadakan seminar nasional di aula kampus pada 11-04-2000.,valid,berita kampus
1181,Pembayaran UKT semester ganjil dibuka mulai 19-05-1991.,valid,administrasi kampus
1182,Pembayaran UKT semester ganjil dibuka mulai 31-01-2005.,valid,administrasi kampus
1183,Universitas mengadakan seminar nasional di aula kampus pada 27-10-2009.,valid,berita kampus
1184,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 03-03-2010.,valid,akademik
1185,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 26-06-2003.,valid,akademik
1186,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 15-04-1999.,valid,akademik
1187,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 19-04-1971.,valid,akademik
1188,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 09-05-1986.,valid,akademik
1189,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 03-05-2003.,valid,akademik
1190,Pembayaran UKT semester ganjil dibuka mulai 13-07-2009.,valid,administrasi kampus
1191,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 14-03-2007.,valid,akademik
1192,Universitas mengadakan seminar nasional di aula kampus pada 19-05-2022.,valid,berita kampus
1193,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 01-03-2009.,valid,berita kampus
1194,Universitas mengadakan seminar nasional di aula kampus pada 16-10-1971.,valid,berita kampus
1195,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 29-10-2004.,valid,berita kampus
1196,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 21-08-1983.,valid,akademik
1197,Pembayaran UKT semester ganjil dibuka mulai 25-04-2022.,valid,administrasi kampus
1198,Universitas mengadakan seminar nasional di aula kampus pada 30-10-1988.,valid,berita kampus
1199,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 12-06-1996.,valid,akademik
1200,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 11-04-2005.,valid,akademik
1201,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 22-07-2012.,valid,berita kampus
1202,Pembayaran UKT semester ganjil dibuka mulai 03-07-2009.,valid,administrasi kampus
1203,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 03-09-1985.,valid,akademik
1204,Pembayaran UKT semester ganjil dibuka mulai 21-12-2009.,valid,administrasi kampus
1205,Pembayaran UKT semester ganjil dibuka mulai 07-04-2018.,valid,administrasi kampus
1206,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 06-07-1974.,valid,akademik
1207,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 06-11-1978.,valid,berita kampus
1208,Pembayaran UKT semester ganjil dibuka mulai 18-07-1990.,valid,administrasi kampus
1209,Pembayaran UKT semester ganjil dibuka mulai 17-11-1975.,valid,administrasi kampus
1210,Pembayaran UKT semester ganjil dibuka mulai 02-04-1992.,valid,administrasi kampus
1211,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 10-02-2022.,valid,berita kampus
1212,Pembayaran UKT semester ganjil dibuka mulai 05-02-1970.,valid,administrasi kampus
1213,Pembayaran UKT semester ganjil dibuka mulai 31-12-1985.,valid,administrasi kampus
1214,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 13-06-1982.,valid,berita kampus
1215,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 14-06-2015.,valid,berita kampus
1216,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 19-01-2006.,valid,akademik
1217,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 17-05-2001.,valid,akademik
1218,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 25-11-1970.,valid,berita kampus
1219,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 18-04-2014.,valid,akademik
1220,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 25-11-1980.,valid,berita kampus
1221,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 26-05-1995.,valid,berita kampus
1222,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 25-05-1999.,valid,akademik
1223,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 02-01-1999.,valid,akademik
1224,Pembayaran UKT semester ganjil dibuka mulai 24-06-2014.,valid,administrasi kampus
1225,Pembayaran UKT semester ganjil dibuka mulai 26-11-1979.,valid,administrasi kampus
1226,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 10-01-1974.,valid,akademik
1227,Universitas mengadakan seminar nasional di aula kampus pada 27-10-1991.,valid,berita kampus
1228,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 04-01-2004.,valid,berita kampus
1229,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 07-06-2000.,valid,berita kampus
1230,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 15-05-1984.,valid,akademik
1231,Universitas mengadakan seminar nasional di aula kampus pada 12-03-1995.,valid,berita kampus
1232,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 02-06-2011.,valid,akademik
1233,Universitas mengadakan seminar nasional di aula kampus pada 25-01-2001.,valid,berita kampus
1234,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 15-01-2010.,valid,akademik
1235,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 05-01-1986.,valid,akademik
1236,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 20-04-1995.,valid,akademik
1237,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 14-11-1991.,valid,akademik
1238,Pembayaran UKT semester ganjil dibuka mulai 24-06-1994.,valid,administrasi kampus
1239,Pembayaran UKT semester ganjil dibuka mulai 29-07-2001.,valid,administrasi kampus
1240,Universitas mengadakan seminar nasional di aula kampus pada 10-02-1978.,valid,berita kampus
1241,Pembayaran UKT semester ganjil dibuka mulai 26-01-1991.,valid,administrasi kampus
1242,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 08-07-2001.,valid,akademik
1243,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 10-12-1979.,valid,akademik
1244,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 17-07-1995.,valid,akademik
1245,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 27-01-2021.,valid,akademik
1246,Universitas mengadakan seminar nasional di aula kampus pada 17-12-1973.,valid,berita kampus
1247,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 05-04-2015.,valid,berita kampus
1248,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 16-09-2003.,valid,akademik
1249,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 04-08-2025.,valid,akademik
1250,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 21-01-2002.,valid,akademik
1251,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 25-07-1978.,valid,akademik
1252,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 14-07-1998.,valid,akademik
1253,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 14-01-1985.,valid,akademik
1254,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 12-10-1997.,valid,akademik
1255,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 20-05-1980.,valid,akademik
1256,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 31-07-1982.,valid,akademik
1257,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 18-12-2005.,valid,akademik
1258,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 22-08-1992.,valid,berita kampus
1259,Pembayaran UKT semester ganjil dibuka mulai 12-10-1992.,valid,administrasi kampus
1260,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 19-11-1995.,valid,berita kampus
1261,Universitas mengadakan seminar nasional di aula kampus pada 02-09-2004.,valid,berita kampus
1262,Pembayaran UKT semester ganjil dibuka mulai 15-02-2022.,valid,administrasi kampus
1263,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 20-07-2021.,valid,akademik
1264,Universitas mengadakan seminar nasional di aula kampus pada 01-12-1971.,valid,berita kampus
1265,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 04-05-2018.,valid,akademik
1266,Universitas mengadakan seminar nasional di aula kampus pada 02-10-2008.,valid,berita kampus
1267,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 01-08-1984.,valid,berita kampus
1268,Pembayaran UKT semester ganjil dibuka mulai 19-11-2024.,valid,administrasi kampus
1269,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 12-08-1985.,valid,akademik
1270,Universitas mengadakan seminar nasional di aula kampus pada 10-12-1998.,valid,berita kampus
1271,Universitas mengadakan seminar nasional di aula kampus pada 21-01-1986.,valid,berita kampus
1272,Pembayaran UKT semester ganjil dibuka mulai 06-05-1992.,valid,administrasi kampus
1273,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 11-03-2002.,valid,berita kampus
1274,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 19-05-1971.,valid,berita kampus
1275,Universitas mengadakan seminar nasional di aula kampus pada 28-06-1996.,valid,berita kampus
1276,Universitas mengadakan seminar nasional di aula kampus pada 11-10-1994.,valid,berita kampus
1277,Universitas mengadakan seminar nasional di aula kampus pada 26-02-1974.,valid,berita kampus
1278,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 16-08-1972.,valid,akademik
1279,Pembayaran UKT semester ganjil dibuka mulai 23-05-1995.,valid,administrasi kampus
1280,Pembayaran UKT semester ganjil dibuka mulai 23-02-2022.,valid,administrasi kampus
1281,Universitas mengadakan seminar nasional di aula kampus pada 11-07-1977.,valid,berita kampus
1282,Pembayaran UKT semester ganjil dibuka mulai 31-05-2001.,valid,administrasi kampus
1283,Universitas mengadakan seminar nasional di aula kampus pada 14-05-2011.,valid,berita kampus
1284,Pembayaran UKT semester ganjil dibuka mulai 14-06-1982.,valid,administrasi kampus
1285,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 26-02-1976.,valid,berita kampus
1286,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 01-02-2012.,valid,akademik
1287,Pembayaran UKT semester ganjil dibuka mulai 23-06-1993.,valid,administrasi kampus
1288,Universitas mengadakan seminar nasional di aula kampus pada 26-01-2012.,valid,berita kampus
1289,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 30-04-2007.,valid,akademik
1290,Pembayaran UKT semester ganjil dibuka mulai 17-12-2024.,valid,administrasi kampus
1291,Pembayaran UKT semester ganjil dibuka mulai 08-04-2015.,valid,administrasi kampus
1292,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 29-01-1986.,valid,berita kampus
1293,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 14-09-1974.,valid,akademik
1294,Universitas mengadakan seminar nasional di aula kampus pada 17-04-2011.,valid,berita kampus
1295,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 05-09-2014.,valid,berita kampus
1296,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 23-01-2010.,valid,akademik
1297,Pembayaran UKT semester ganjil dibuka mulai 10-09-1991.,valid,administrasi kampus
1298,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 28-03-1998.,valid,berita kampus
1299,Pembayaran UKT semester ganjil dibuka mulai 15-11-2022.,valid,administrasi kampus
1300,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 30-12-2006.,valid,berita kampus
1301,Pembayaran UKT semester ganjil dibuka mulai 26-05-2012.,valid,administrasi kampus
1302,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 13-01-2020.,valid,berita kampus
1303,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 04-01-2026.,valid,akademik
